mean,std,rms,peak,flag_anom
0.020968914800000002,0.006019062444260636,0.02181486354495164,0.036163,False
0.021867659799999998,0.006595338421929826,0.022839648323461987,0.03891,False
0.02127867588,0.008323106824266804,0.022847032199107227,0.042419,False
0.02213928512,0.007289471801875086,0.023307320918025634,0.039825,False
0.02119047906,0.007847973479758812,0.022595696489454736,0.056915,False
0.0221873458,0.006763865386915575,0.023194448446689133,0.042419,False
0.0212649544,0.00581948272240041,0.0220461061961345,0.035248,False
0.021651142399999997,0.0068603381420835295,0.022710991665036998,0.03952,False
0.02093506,0.007089158818300738,0.022101643689597838,0.039368,False
0.02195724294,0.007649661620806272,0.02325036178462829,0.047455,False
0.02141372928,0.007268246199572671,0.02261243854810697,0.052948,False
0.021749710999999998,0.0062543172906666085,0.02263022971317525,0.039368,False
0.0215953087,0.007490881819721314,0.022856389806242147,0.041809,False
0.021861409999999998,0.007131343197468494,0.022994052425189867,0.040741,False
0.021423029979999998,0.0081273836653404,0.02291144963555072,0.040436,False
0.021372670200000003,0.006235616499553311,0.022262862836893643,0.037231,False
0.021445124970000003,0.007568774928218863,0.022740326570633015,0.04715,False
0.0214718436,0.005679624394695825,0.022209591232492776,0.036469,False
0.021741623300000002,0.007433430386563054,0.022976048727831117,0.045776,False
0.0216383365,0.006659912931344585,0.022639074457673176,0.039368,False
0.0217980823,0.006933702679583651,0.022873227769022675,0.039673,False
0.02117126372,0.006095022286183558,0.022030309913257995,0.041504,False
0.02184738138,0.008331985839582763,0.023380774991564063,0.048828,False
0.02149306253,0.006747888474902404,0.02252643340143621,0.040588,False
0.02145536422,0.007688767392829873,0.022790144376240336,0.037384,False
0.021288290199999997,0.006042157730848184,0.022128318101785775,0.036163,False
0.0220024129,0.0075644906668216536,0.023265220199935138,0.042114,False
0.021343664699999997,0.004650142444312455,0.02184386009279656,0.033569,False
0.022063596220000002,0.008727400390484037,0.023725379411453962,0.048828,False
0.021289036100000002,0.0056072079649812645,0.02201436800020591,0.034027,False
0.021787100799999997,0.0066507691576198425,0.022778636019896364,0.036316,False
0.02105682267,0.008192839428933708,0.022593036012147825,0.041962,False
0.021669007870000003,0.007509430261450642,0.022932096576171596,0.041656,False
0.02138336168,0.00679334333230999,0.02243549689342098,0.050201,False
0.0219930959,0.00751402554571748,0.0232400599523407,0.055542,False
0.0212439094,0.005750131429324567,0.022007604004944746,0.036011,False
0.0220052923,0.006235106983811126,0.02287073614357242,0.039063,False
0.0211447052,0.006884854323721872,0.022236285117679166,0.038452,False
0.021858518799999997,0.007427226088287144,0.02308469986396011,0.045471,False
0.021138897280000003,0.006786351618775605,0.022200484047420137,0.052795,False
0.021671580200000002,0.00630763674688695,0.02256997747926169,0.039063,False
0.02136184351,0.00798401756110576,0.022803709128678133,0.040131,False
0.022130896490000003,0.006945457352639365,0.02319413110919634,0.037689,False
0.02147857579,0.007698976031693474,0.02281543722288548,0.040741,False
0.0215704329,0.005967558705934646,0.022379895456531296,0.038757,False
0.02139249528,0.00803651686029954,0.022850817752269943,0.050964,False
0.021627662399999997,0.005814211284859807,0.02239479914400886,0.037689,False
0.0211518765,0.0071090255332337884,0.022313439565862316,0.041809,False
0.021484829599999998,0.0066320847860875335,0.022484182595822334,0.037994,False
0.021692193099999996,0.006993575911978004,0.02279062165497576,0.038757,False
0.02155714476,0.006329319969261615,0.022466212880359163,0.042114,False
0.021870425209999995,0.008353591289282005,0.023410002217153746,0.052643,False
0.0215100046,0.006690055728729947,0.022525372065736893,0.038452,False
0.021695105,0.007631689241749685,0.022997000216614775,0.036774,False
0.0213178926,0.006072897368064797,0.022165192245178926,0.039063,False
0.0213821339,0.007489380769904619,0.022654588577368382,0.040588,False
0.0214153867,0.00508344976875,0.022009870685680777,0.037384,False
0.02175963824,0.008838424135960584,0.02348449445488648,0.052643,False
0.0213374139,0.0055435937698447785,0.02204508862293572,0.036469,False
0.021894993399999996,0.006382007920481888,0.022805263231500752,0.037231,False
0.02140975613,0.007845428714797383,0.02280058899487732,0.043182,False
0.021686089099999997,0.007641951841453761,0.022991900508054785,0.041046,False
0.0212344345,0.005446247435575182,0.02192106653548522,0.036469,False
0.02169431561,0.008837059822698718,0.023423468199007924,0.058594,False
0.020986169199999998,0.005623445736863372,0.02172580991596217,0.036774,False
0.021986547000000002,0.006240805861568904,0.022854254727013086,0.038605,False
0.0213375756,0.006647214764215632,0.0223480068718264,0.035248,False
0.021949623340000002,0.007874761033813281,0.023318143456248764,0.04837,False
0.021219766209999998,0.00694211178259558,0.022325393638032636,0.054321,False
0.021895444499999996,0.006465283464033116,0.022829116939395835,0.040131,False
